Starting grid search with num_random_contexts=1 and embedding_pool_strategy=last
Model name: meta-llama/Llama-3.1-8B-Instruct
Context sample strategy: random
Num random contexts: 1
Embedding pool strategy: last
Num train epochs: 10
Force reload data: false
VPL data for PRISM already exists. Skipping data generation.
20744 5134
trainable params: 71,303,168 || all params: 7,593,005,056 || trainable%: 0.9391
{'train_recon_loss': 0.6928728222846985, 'train_kld': 1.544816404930316e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.08184814453125, 'rewards_rejected': -0.0823974609375, 'embeddings_chosen': 0.0003662109375, 'embeddings_rejected': 9.441375732421875e-05, 'mean': -0.0033654682338237762, 'log_var': 0.004898861516267061, 'epoch': 0}
{'train_recon_loss': 0.7366772294044495, 'train_kld': 8.061507105594501e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1524658203125, 'rewards_rejected': 0.2271728515625, 'embeddings_chosen': -0.0022735595703125, 'embeddings_rejected': -0.0032958984375, 'mean': -0.0022947234101593494, 'log_var': 0.004861173219978809, 'epoch': 0.06}
{'train_recon_loss': 0.654068112373352, 'train_kld': 7.09187297616154e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.25044822692871094, 'rewards_rejected': 0.1693878173828125, 'embeddings_chosen': -0.002349853515625, 'embeddings_rejected': -0.0032958984375, 'mean': -0.0024690579157322645, 'log_var': 0.004063616972416639, 'epoch': 0.06}
{'train_recon_loss': 0.6719040274620056, 'train_kld': 7.361500320257619e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.2713623046875, 'rewards_rejected': 0.2264404296875, 'embeddings_chosen': -0.0038604736328125, 'embeddings_rejected': -0.00274658203125, 'mean': -0.002957466524094343, 'log_var': 0.004284343216568232, 'epoch': 0.06}
{'train_recon_loss': 0.6235438585281372, 'train_kld': 7.517405902035534e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0919189453125, 'rewards_rejected': -0.06781005859375, 'embeddings_chosen': -0.003448486328125, 'embeddings_rejected': -0.002166748046875, 'mean': -0.002946543972939253, 'log_var': 0.003812183393165469, 'epoch': 0.06}
{'train_recon_loss': 0.6474069952964783, 'train_kld': 7.56893350626342e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.15118408203125, 'rewards_rejected': 0.0540771484375, 'embeddings_chosen': -0.003143310546875, 'embeddings_rejected': -0.002471923828125, 'mean': -0.002276113722473383, 'log_var': 0.0048401085659861565, 'epoch': 0.06}
{'train_recon_loss': 0.6931784749031067, 'train_kld': 7.377602742053568e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.25927734375, 'rewards_rejected': 0.2568359375, 'embeddings_chosen': -0.0033111572265625, 'embeddings_rejected': -0.003662109375, 'mean': -0.0021865179296582937, 'log_var': 0.004774796310812235, 'epoch': 0.06}
{'train_recon_loss': 0.6558735966682434, 'train_kld': 7.432608254021034e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.145751953125, 'rewards_rejected': 0.0510406494140625, 'embeddings_chosen': -0.0033721923828125, 'embeddings_rejected': -0.002288818359375, 'mean': -0.0019405926577746868, 'log_var': 0.004461342468857765, 'epoch': 0.06}
{'train_recon_loss': 0.6608462333679199, 'train_kld': 7.894408190622926e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.2177734375, 'rewards_rejected': 0.1383056640625, 'embeddings_chosen': -0.002288818359375, 'embeddings_rejected': -0.0034637451171875, 'mean': -0.003277703421190381, 'log_var': 0.0038281886372715235, 'epoch': 0.06}
{'train_recon_loss': 0.7206261157989502, 'train_kld': 7.463055953849107e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.19873046875, 'rewards_rejected': 0.236480712890625, 'embeddings_chosen': -0.0038299560546875, 'embeddings_rejected': -0.00372314453125, 'mean': -0.0026018619537353516, 'log_var': 0.0037040875758975744, 'epoch': 0.06}
{'train_recon_loss': 0.6659197807312012, 'train_kld': 7.199550600489601e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.258544921875, 'rewards_rejected': 0.1962890625, 'embeddings_chosen': -0.00439453125, 'embeddings_rejected': -0.004608154296875, 'mean': -0.0022650216706097126, 'log_var': 0.003644515061751008, 'epoch': 0.06}
{'train_recon_loss': 0.6408270597457886, 'train_kld': 7.422138151014224e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.259765625, 'rewards_rejected': 0.140625, 'embeddings_chosen': -0.00396728515625, 'embeddings_rejected': -0.00390625, 'mean': -0.002242372138425708, 'log_var': 0.004223139025270939, 'epoch': 0.06}
{'train_recon_loss': 0.6351078748703003, 'train_kld': 7.822257612133399e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.2655029296875, 'rewards_rejected': 0.141357421875, 'embeddings_chosen': -0.00439453125, 'embeddings_rejected': -0.003448486328125, 'mean': -0.002930224407464266, 'log_var': 0.004898484796285629, 'epoch': 0.06}
{'train_recon_loss': 0.6921014785766602, 'train_kld': 7.669460319448262e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.194091796875, 'rewards_rejected': 0.190887451171875, 'embeddings_chosen': -0.0030517578125, 'embeddings_rejected': -0.00335693359375, 'mean': -0.002541300607845187, 'log_var': 0.004817597102373838, 'epoch': 0.06}
{'train_recon_loss': 0.6794378757476807, 'train_kld': 7.359473238466308e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.2103271484375, 'rewards_rejected': 0.142578125, 'embeddings_chosen': -0.00311279296875, 'embeddings_rejected': -0.00341796875, 'mean': -0.0024478123523294926, 'log_var': 0.004029621370136738, 'epoch': 0.06}
{'train_recon_loss': 0.6646115779876709, 'train_kld': 7.493946759495884e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1839599609375, 'rewards_rejected': 0.113067626953125, 'embeddings_chosen': -0.00311279296875, 'embeddings_rejected': -0.0028839111328125, 'mean': -0.0024457350373268127, 'log_var': 0.004119390621781349, 'epoch': 0.06}
{'train_recon_loss': 0.5936697125434875, 'train_kld': 7.592614565510303e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.22129297256469727, 'rewards_rejected': -0.01513671875, 'embeddings_chosen': -0.003204345703125, 'embeddings_rejected': -0.0023193359375, 'mean': -0.0030005781445652246, 'log_var': 0.0044790152460336685, 'epoch': 0.06}
{'train_recon_loss': 0.6226171255111694, 'train_kld': 7.506731344619766e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.342041015625, 'rewards_rejected': 0.17669677734375, 'embeddings_chosen': -0.0035858154296875, 'embeddings_rejected': -0.00347900390625, 'mean': -0.0030716806650161743, 'log_var': 0.004708884749561548, 'epoch': 0.06}
{'train_recon_loss': 0.7157264947891235, 'train_kld': 7.784736226312816e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.06317138671875, 'rewards_rejected': 0.0830078125, 'embeddings_chosen': -0.0045166015625, 'embeddings_rejected': -0.00457763671875, 'mean': -0.003008670639246702, 'log_var': 0.00413816561922431, 'epoch': 0.06}
{'train_recon_loss': 0.8520181179046631, 'train_kld': 7.423824717989191e-05, 'train_accuracy': 0.0, 'rewards_chosen': 0.091644287109375, 'rewards_rejected': 0.3818359375, 'embeddings_chosen': -0.002716064453125, 'embeddings_rejected': -0.004302978515625, 'mean': -0.0032070172019302845, 'log_var': 0.003629569662734866, 'epoch': 0.06}
{'train_recon_loss': 0.6300201416015625, 'train_kld': 7.116849155863747e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.21398964524269104, 'rewards_rejected': 0.05267333984375, 'embeddings_chosen': -0.0033416748046875, 'embeddings_rejected': -0.002838134765625, 'mean': -0.0025474114809185266, 'log_var': 0.0043188584968447685, 'epoch': 0.06}
{'train_recon_loss': 0.6850929260253906, 'train_kld': 7.599177479278296e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.2161865234375, 'rewards_rejected': 0.1971435546875, 'embeddings_chosen': -0.0042724609375, 'embeddings_rejected': -0.004302978515625, 'mean': -0.0027611851692199707, 'log_var': 0.004957156255841255, 'epoch': 0.06}
{'train_recon_loss': 0.6620125770568848, 'train_kld': 7.557303615612909e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.2012939453125, 'rewards_rejected': 0.10406112670898438, 'embeddings_chosen': -0.004425048828125, 'embeddings_rejected': -0.0038299560546875, 'mean': -0.0023270584642887115, 'log_var': 0.004686697386205196, 'epoch': 0.06}
{'train_recon_loss': 0.7920485734939575, 'train_kld': 7.354943954851478e-05, 'train_accuracy': 0.0, 'rewards_chosen': 0.0647430419921875, 'rewards_rejected': 0.249664306640625, 'embeddings_chosen': -0.004241943359375, 'embeddings_rejected': -0.005035400390625, 'mean': -0.0028073142748326063, 'log_var': 0.0043404740281403065, 'epoch': 0.06}
{'train_recon_loss': 0.6260566711425781, 'train_kld': 7.42378833820112e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.421630859375, 'rewards_rejected': 0.2657470703125, 'embeddings_chosen': -0.004547119140625, 'embeddings_rejected': -0.0036773681640625, 'mean': -0.002781106624752283, 'log_var': 0.003893421031534672, 'epoch': 0.06}
{'train_recon_loss': 0.6359517574310303, 'train_kld': 8.229591912822798e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.283935546875, 'rewards_rejected': 0.15277099609375, 'embeddings_chosen': -0.004547119140625, 'embeddings_rejected': -0.00341796875, 'mean': -0.002359752543270588, 'log_var': 0.005033132620155811, 'epoch': 0.06}
{'train_recon_loss': 0.7001875042915344, 'train_kld': 6.929262599442154e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.20442962646484375, 'rewards_rejected': 0.20880126953125, 'embeddings_chosen': -0.00286865234375, 'embeddings_rejected': -0.0037841796875, 'mean': -0.0027483946178108454, 'log_var': 0.004200471565127373, 'epoch': 0.06}
{'train_recon_loss': 0.6294654607772827, 'train_kld': 7.447801908710971e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.38720703125, 'rewards_rejected': 0.22943115234375, 'embeddings_chosen': -0.005035400390625, 'embeddings_rejected': -0.003997802734375, 'mean': -0.0026714946143329144, 'log_var': 0.0044478559866547585, 'epoch': 0.06}
{'train_recon_loss': 0.7038451433181763, 'train_kld': 7.601069955853745e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.38397216796875, 'rewards_rejected': 0.38427734375, 'embeddings_chosen': -0.003692626953125, 'embeddings_rejected': -0.004791259765625, 'mean': -0.002694726223126054, 'log_var': 0.004230950027704239, 'epoch': 0.06}
{'train_recon_loss': 0.62613844871521, 'train_kld': 7.719120185356587e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.5126953125, 'rewards_rejected': 0.36962890625, 'embeddings_chosen': -0.005126953125, 'embeddings_rejected': -0.004791259765625, 'mean': -0.002249594312161207, 'log_var': 0.004631504416465759, 'epoch': 0.06}
{'train_recon_loss': 0.608098030090332, 'train_kld': 7.074471795931458e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.16796875, 'rewards_rejected': -0.021240234375, 'embeddings_chosen': -0.004791259765625, 'embeddings_rejected': -0.004638671875, 'mean': -0.0025420687161386013, 'log_var': 0.004083268344402313, 'epoch': 0.06}
{'train_recon_loss': 0.7211511135101318, 'train_kld': 7.714050298091024e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.12628173828125, 'rewards_rejected': 0.176025390625, 'embeddings_chosen': -0.00396728515625, 'embeddings_rejected': -0.0033721923828125, 'mean': -0.0029620639979839325, 'log_var': 0.0047746985219419, 'epoch': 0.06}
{'train_recon_loss': 0.6456624865531921, 'train_kld': 7.6742609962821e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.2132568359375, 'rewards_rejected': 0.1025390625, 'embeddings_chosen': -0.00482177734375, 'embeddings_rejected': -0.0042724609375, 'mean': -0.0027893339283764362, 'log_var': 0.0036388100124895573, 'epoch': 0.06}
{'train_recon_loss': 0.5280109643936157, 'train_kld': 7.226530578918755e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.33056640625, 'rewards_rejected': -0.06005859375, 'embeddings_chosen': -0.00390625, 'embeddings_rejected': -0.003662109375, 'mean': -0.001987474737688899, 'log_var': 0.003803584259003401, 'epoch': 0.06}
{'train_recon_loss': 0.7029675245285034, 'train_kld': 7.024383376119658e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0589599609375, 'rewards_rejected': 0.0662841796875, 'embeddings_chosen': -0.003509521484375, 'embeddings_rejected': -0.006195068359375, 'mean': -0.0024485059548169374, 'log_var': 0.005009524989873171, 'epoch': 0.07}
{'train_recon_loss': 0.5924128293991089, 'train_kld': 7.32453481759876e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.360107421875, 'rewards_rejected': 0.134765625, 'embeddings_chosen': -0.005096435546875, 'embeddings_rejected': -0.005279541015625, 'mean': -0.0031171333976089954, 'log_var': 0.004936289507895708, 'epoch': 0.07}
{'train_recon_loss': 0.5588659048080444, 'train_kld': 7.437201566062868e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.541015625, 'rewards_rejected': 0.2255859375, 'embeddings_chosen': -0.0054931640625, 'embeddings_rejected': -0.00531005859375, 'mean': -0.003715212456882, 'log_var': 0.003822245169430971, 'epoch': 0.07}
{'train_recon_loss': 0.7216426134109497, 'train_kld': 6.924735498614609e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.2730712890625, 'rewards_rejected': 0.3201904296875, 'embeddings_chosen': -0.004638671875, 'embeddings_rejected': -0.005279541015625, 'mean': -0.001542824786156416, 'log_var': 0.0034498381428420544, 'epoch': 0.07}
{'train_recon_loss': 0.5030217170715332, 'train_kld': 7.585071580251679e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.4560546875, 'rewards_rejected': 0.008056640625, 'embeddings_chosen': -0.005218505859375, 'embeddings_rejected': -0.003570556640625, 'mean': -0.0024180542677640915, 'log_var': 0.005214695818722248, 'epoch': 0.07}
{'train_recon_loss': 0.6978448629379272, 'train_kld': 7.022787031019107e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.33154296875, 'rewards_rejected': 0.3201904296875, 'embeddings_chosen': -0.004852294921875, 'embeddings_rejected': -0.004150390625, 'mean': -0.001761919935233891, 'log_var': 0.004442608915269375, 'epoch': 0.07}
{'train_recon_loss': 0.5817772150039673, 'train_kld': 7.147476571844891e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.61474609375, 'rewards_rejected': 0.35772705078125, 'embeddings_chosen': -0.00531005859375, 'embeddings_rejected': -0.004058837890625, 'mean': -0.002617439953610301, 'log_var': 0.0042383428663015366, 'epoch': 0.07}
{'train_recon_loss': 0.6280879974365234, 'train_kld': 7.384419586742297e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.1376953125, 'rewards_rejected': -0.0032958984375, 'embeddings_chosen': -0.0034332275390625, 'embeddings_rejected': -0.002777099609375, 'mean': -0.0030494844540953636, 'log_var': 0.004478936083614826, 'epoch': 0.07}
{'train_recon_loss': 0.6560231447219849, 'train_kld': 7.331453525694087e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.260650634765625, 'rewards_rejected': 0.1658935546875, 'embeddings_chosen': -0.0040283203125, 'embeddings_rejected': -0.004638671875, 'mean': -0.002726889681071043, 'log_var': 0.004083292558789253, 'epoch': 0.07}
{'train_recon_loss': 0.7184575796127319, 'train_kld': 7.202492270153016e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.38623046875, 'rewards_rejected': 0.427978515625, 'embeddings_chosen': -0.004974365234375, 'embeddings_rejected': -0.005523681640625, 'mean': -0.002592726144939661, 'log_var': 0.005192999728024006, 'epoch': 0.07}
{'train_recon_loss': 0.5964820384979248, 'train_kld': 6.897842831676826e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.48974609375, 'rewards_rejected': 0.26715087890625, 'embeddings_chosen': -0.006683349609375, 'embeddings_rejected': -0.00616455078125, 'mean': -0.0025823204778134823, 'log_var': 0.003765573725104332, 'epoch': 0.07}
{'train_recon_loss': 0.6734169721603394, 'train_kld': 7.217410893645138e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.45068359375, 'rewards_rejected': 0.4071044921875, 'embeddings_chosen': -0.005767822265625, 'embeddings_rejected': -0.0062255859375, 'mean': -0.002357705496251583, 'log_var': 0.004214579705148935, 'epoch': 0.07}
{'train_recon_loss': 0.7417024374008179, 'train_kld': 7.25769205018878e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.3359375, 'rewards_rejected': 0.34771728515625, 'embeddings_chosen': -0.005706787109375, 'embeddings_rejected': -0.0057373046875, 'mean': -0.002694491995498538, 'log_var': 0.004904878791421652, 'epoch': 0.07}
{'train_recon_loss': 0.5515239238739014, 'train_kld': 7.695748354308307e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.5283203125, 'rewards_rejected': 0.19677734375, 'embeddings_chosen': -0.006134033203125, 'embeddings_rejected': -0.005401611328125, 'mean': -0.0022957557812333107, 'log_var': 0.0041184574365615845, 'epoch': 0.07}
{'train_recon_loss': 0.7531647682189941, 'train_kld': 7.064519013511017e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.372314453125, 'rewards_rejected': 0.486328125, 'embeddings_chosen': -0.005706787109375, 'embeddings_rejected': -0.00579833984375, 'mean': -0.0025324372109025717, 'log_var': 0.003643176518380642, 'epoch': 0.07}
{'train_recon_loss': 0.7461282014846802, 'train_kld': 6.858797860331833e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.2698974609375, 'rewards_rejected': 0.27606964111328125, 'embeddings_chosen': -0.004302978515625, 'embeddings_rejected': -0.005035400390625, 'mean': -0.001423198264092207, 'log_var': 0.002972431480884552, 'epoch': 0.07}
{'train_recon_loss': 0.5422797799110413, 'train_kld': 7.809108501533046e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.42767333984375, 'rewards_rejected': 0.072479248046875, 'embeddings_chosen': -0.005157470703125, 'embeddings_rejected': -0.0025177001953125, 'mean': -0.0025776976253837347, 'log_var': 0.004142564255744219, 'epoch': 0.07}
{'train_recon_loss': 0.8265197277069092, 'train_kld': 7.574620394734666e-05, 'train_accuracy': 0.0, 'rewards_chosen': 0.2099609375, 'rewards_rejected': 0.45654296875, 'embeddings_chosen': -0.0062255859375, 'embeddings_rejected': -0.006561279296875, 'mean': -0.0029654467944055796, 'log_var': 0.004320685751736164, 'epoch': 0.07}
{'train_recon_loss': 0.5020000338554382, 'train_kld': 7.158917287597433e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.41571044921875, 'rewards_rejected': -0.0498046875, 'embeddings_chosen': -0.00689697265625, 'embeddings_rejected': -0.00347900390625, 'mean': -0.0025433253031224012, 'log_var': 0.004264029208570719, 'epoch': 0.07}
{'train_recon_loss': 0.7928696870803833, 'train_kld': 6.799348921049386e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.3247833251953125, 'rewards_rejected': 0.50048828125, 'embeddings_chosen': -0.0054931640625, 'embeddings_rejected': -0.006317138671875, 'mean': -0.00212402013130486, 'log_var': 0.003968654200434685, 'epoch': 0.07}
{'train_recon_loss': 0.6768357753753662, 'train_kld': 7.169672608142719e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.30712890625, 'rewards_rejected': 0.2608642578125, 'embeddings_chosen': -0.00531005859375, 'embeddings_rejected': -0.005615234375, 'mean': -0.002509040292352438, 'log_var': 0.00414711469784379, 'epoch': 0.07}
{'train_recon_loss': 0.4490731954574585, 'train_kld': 7.447125972248614e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.4990234375, 'rewards_rejected': -0.08587646484375, 'embeddings_chosen': -0.00665283203125, 'embeddings_rejected': -0.003173828125, 'mean': -0.0024835607036948204, 'log_var': 0.0045434338971972466, 'epoch': 0.07}
{'train_recon_loss': 0.7743830680847168, 'train_kld': 7.115391053957865e-05, 'train_accuracy': 0.0, 'rewards_chosen': 0.28754425048828125, 'rewards_rejected': 0.4351806640625, 'embeddings_chosen': -0.004058837890625, 'embeddings_rejected': -0.005218505859375, 'mean': -0.0028092782013118267, 'log_var': 0.003521090606227517, 'epoch': 0.07}
{'train_recon_loss': 0.5488799810409546, 'train_kld': 7.201698463177308e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.56103515625, 'rewards_rejected': 0.201171875, 'embeddings_chosen': -0.00634765625, 'embeddings_rejected': -0.005340576171875, 'mean': -0.0014627028722316027, 'log_var': 0.004399062134325504, 'epoch': 0.07}
{'train_recon_loss': 0.7993804216384888, 'train_kld': 7.466520764864981e-05, 'train_accuracy': 0.0, 'rewards_chosen': 0.196533203125, 'rewards_rejected': 0.39697265625, 'embeddings_chosen': -0.005340576171875, 'embeddings_rejected': -0.00714111328125, 'mean': -0.0023330843541771173, 'log_var': 0.003984590992331505, 'epoch': 0.07}
{'train_recon_loss': 0.6845515966415405, 'train_kld': 7.151022145990282e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.386474609375, 'rewards_rejected': 0.3492431640625, 'embeddings_chosen': -0.00506591796875, 'embeddings_rejected': -0.00604248046875, 'mean': -0.0026401281356811523, 'log_var': 0.004470477346330881, 'epoch': 0.07}
{'train_recon_loss': 0.8309787511825562, 'train_kld': 7.13044501026161e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.343017578125, 'rewards_rejected': 0.576171875, 'embeddings_chosen': -0.0057373046875, 'embeddings_rejected': -0.006622314453125, 'mean': -0.002603747881948948, 'log_var': 0.0047598183155059814, 'epoch': 0.07}
{'train_recon_loss': 0.4706384539604187, 'train_kld': 7.092537271091715e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.383544921875, 'rewards_rejected': -0.15234375, 'embeddings_chosen': -0.0069580078125, 'embeddings_rejected': -0.00579833984375, 'mean': -0.0021428146865218878, 'log_var': 0.004949291702359915, 'epoch': 0.07}
{'train_recon_loss': 0.6664063930511475, 'train_kld': 7.253012154251337e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.3543701171875, 'rewards_rejected': 0.290771484375, 'embeddings_chosen': -0.0072021484375, 'embeddings_rejected': -0.007659912109375, 'mean': -0.0020674369297921658, 'log_var': 0.004174618050456047, 'epoch': 0.07}
{'train_recon_loss': 0.6533453464508057, 'train_kld': 6.664465763606131e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.261474609375, 'rewards_rejected': 0.178955078125, 'embeddings_chosen': -0.005615234375, 'embeddings_rejected': -0.0054931640625, 'mean': -0.0018686758121475577, 'log_var': 0.004271484911441803, 'epoch': 0.07}
{'train_recon_loss': 0.6583715677261353, 'train_kld': 7.074106542859226e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.5078125, 'rewards_rejected': 0.4296875, 'embeddings_chosen': -0.008056640625, 'embeddings_rejected': -0.007720947265625, 'mean': -0.0026157337706536055, 'log_var': 0.003694493556395173, 'epoch': 0.07}
{'train_recon_loss': 0.5824872851371765, 'train_kld': 7.361164898611605e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.6181640625, 'rewards_rejected': 0.369140625, 'embeddings_chosen': -0.00732421875, 'embeddings_rejected': -0.006683349609375, 'mean': -0.0020564482547342777, 'log_var': 0.0037839794531464577, 'epoch': 0.07}
{'train_recon_loss': 0.7787865400314331, 'train_kld': 7.368361548287794e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.29833984375, 'rewards_rejected': 0.454345703125, 'embeddings_chosen': -0.00616455078125, 'embeddings_rejected': -0.007232666015625, 'mean': -0.0024789958260953426, 'log_var': 0.003850845620036125, 'epoch': 0.07}
{'train_recon_loss': 0.5436700582504272, 'train_kld': 7.611540058860555e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.51025390625, 'rewards_rejected': 0.13134765625, 'embeddings_chosen': -0.0074462890625, 'embeddings_rejected': -0.007598876953125, 'mean': -0.0037109211552888155, 'log_var': 0.0049289227463305, 'epoch': 0.07}
{'train_recon_loss': 0.7280163764953613, 'train_kld': 6.853443483123556e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.14208984375, 'rewards_rejected': 0.150146484375, 'embeddings_chosen': -0.004119873046875, 'embeddings_rejected': -0.006988525390625, 'mean': -0.002475535962730646, 'log_var': 0.0040636565536260605, 'epoch': 0.07}
{'train_recon_loss': 0.7543039321899414, 'train_kld': 6.967793160583824e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.3858642578125, 'rewards_rejected': 0.4580078125, 'embeddings_chosen': -0.0069580078125, 'embeddings_rejected': -0.006591796875, 'mean': -0.0015097304712980986, 'log_var': 0.004579498432576656, 'epoch': 0.07}
{'train_recon_loss': 0.5337568521499634, 'train_kld': 7.485925743822008e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.332275390625, 'rewards_rejected': -0.0413818359375, 'embeddings_chosen': -0.006683349609375, 'embeddings_rejected': -0.004241943359375, 'mean': -0.0017482286784797907, 'log_var': 0.004630205221474171, 'epoch': 0.07}
{'train_recon_loss': 0.5907813310623169, 'train_kld': 7.238957186928019e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.33056640625, 'rewards_rejected': 0.1053466796875, 'embeddings_chosen': -0.00799560546875, 'embeddings_rejected': -0.0081787109375, 'mean': -0.0018457908881828189, 'log_var': 0.004046189598739147, 'epoch': 0.07}
{'train_recon_loss': 0.6357952356338501, 'train_kld': 7.10374370100908e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.6787109375, 'rewards_rejected': 0.5458984375, 'embeddings_chosen': -0.00775146484375, 'embeddings_rejected': -0.00762939453125, 'mean': -0.002682812511920929, 'log_var': 0.004425450693815947, 'epoch': 0.07}
{'train_recon_loss': 0.6283384561538696, 'train_kld': 7.053740409901366e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.4390869140625, 'rewards_rejected': 0.2666015625, 'embeddings_chosen': -0.005645751953125, 'embeddings_rejected': -0.005340576171875, 'mean': -0.003231396898627281, 'log_var': 0.004548322409391403, 'epoch': 0.07}
{'train_recon_loss': 0.7167724370956421, 'train_kld': 7.180171814979985e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.52587890625, 'rewards_rejected': 0.5703125, 'embeddings_chosen': -0.00848388671875, 'embeddings_rejected': -0.00811767578125, 'mean': -0.0019383998587727547, 'log_var': 0.004181623458862305, 'epoch': 0.07}
{'train_recon_loss': 0.5829978585243225, 'train_kld': 7.373076368821785e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.52197265625, 'rewards_rejected': 0.26080322265625, 'embeddings_chosen': -0.008056640625, 'embeddings_rejected': -0.007080078125, 'mean': -0.0024103685282170773, 'log_var': 0.004671437665820122, 'epoch': 0.07}
{'train_recon_loss': 0.602023720741272, 'train_kld': 7.504388486267999e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.3184814453125, 'rewards_rejected': 0.06793212890625, 'embeddings_chosen': -0.0069580078125, 'embeddings_rejected': -0.006072998046875, 'mean': -0.001971880439668894, 'log_var': 0.00437532551586628, 'epoch': 0.07}
{'train_recon_loss': 0.5913981199264526, 'train_kld': 7.436137821059674e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.5966796875, 'rewards_rejected': 0.37646484375, 'embeddings_chosen': -0.0079345703125, 'embeddings_rejected': -0.005828857421875, 'mean': -0.0023153540678322315, 'log_var': 0.0028783674351871014, 'epoch': 0.07}
{'train_recon_loss': 0.6053584814071655, 'train_kld': 7.449080294463784e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.461669921875, 'rewards_rejected': 0.265625, 'embeddings_chosen': -0.00830078125, 'embeddings_rejected': -0.0086669921875, 'mean': -0.0020861339289695024, 'log_var': 0.004175556357949972, 'epoch': 0.07}
